date,T1,T3,T6,T5,T8,T10
2022-03-31,7.304627981801514e-18,2.4447870080659964e-05,8.567188093488387e-06,0.003488386710168408,5.077555414302455e-15,3.7944157549073554e-07
2022-04-30,,,,,,
2022-05-31,7.10250992645962e-18,4.683509200125447e-05,1.3640753901944235e-07,3.141795150441965e-05,1.0860389344037283e-16,1.9551111825120026e-08
2022-06-30,1.710929366579603e-16,2.6921240114284008e-05,8.56100655857113e-08,4.797150894130207e-06,1.1559014879236355e-15,1.3022450020386909e-08
2022-07-31,8.553699029567006e-14,0.00032949775976744985,1.4756331024580673e-07,1.2995454422247501e-06,4.9978459783466395e-14,5.119501538954403e-08
2022-08-31,,,,,,
2022-09-30,7.810895693391257e-17,0.0005979361333950045,1.8386698956227618e-08,6.976556201914415e-08,4.882993972989259e-16,3.1761899774414876e-09
2022-10-31,,,,,,
2022-11-30,2.043607689696367e-15,0.02126228447843771,5.455231847420377e-08,2.3688641838706695e-07,6.530974105505353e-16,2.808572464463018e-09
2022-12-31,1.4343992006825304e-13,0.21325869033888822,3.573517777786671e-06,2.2911976305104024e-06,1.5351267488667242e-13,1.4235610082227732e-07
2023-01-31,,,,,,
2023-02-28,5.230636588156046e-13,0.3317216357377419,1.4264900855514378e-07,4.109677909156507e-06,4.121807328997835e-13,7.712386878416126e-08
2023-03-31,2.984147166786034e-14,0.6617986299735994,1.3072211909767987e-05,3.906406734100079e-06,9.315246895360491e-14,2.5713795759179146e-06
2023-04-30,,,,,,
2023-05-31,4.1473811450766284e-16,0.7334472712455671,1.1439669141784311e-06,0.0010202756334023713,7.050202350707233e-15,7.662920920375343e-08
2023-06-30,5.956682617486588e-15,0.9437178938279189,1.0222804656667906e-06,2.1715978025569702e-05,1.3458264727068688e-13,2.639750252813126e-07
2023-07-31,6.822072493377337e-14,0.9615486841363182,1.1826862961539342e-06,3.5486404437372097e-06,2.747095975042451e-14,5.178569431837161e-08
2023-08-31,,,,,,
2023-09-30,1.0051189895495526e-14,0.9983900220369933,6.204414432159459e-08,9.675907697005148e-07,3.410335948194125e-13,1.4071576976068132e-08
2023-10-31,,,,,,
2023-11-30,8.514877350291468e-18,0.9995884287927863,4.30318413485246e-08,8.404171258586738e-07,6.12120422978947e-14,2.5226890144193988e-08
2023-12-31,7.522311475875743e-12,0.9944034365041364,4.096811495981601e-06,1.3409999076426275e-06,2.884576216586245e-12,1.1474704221499838e-07
2024-01-31,2.2402448951572694e-17,0.9028434097199174,1.0934917764201552e-08,3.3489033108284383e-07,1.3432517212821336e-15,1.990075076773793e-09
2024-02-29,,,,,,
2024-03-31,1.1697633231516898e-14,0.8441004456353212,1.7204573545753537e-06,2.153996006816328e-06,2.1011281393150307e-15,2.9388855859627155e-07
2024-04-30,,,,,,
2024-05-31,6.995518232838453e-18,0.913975282309992,1.9325982642471744e-07,9.667775847998547e-08,7.768604722066884e-16,6.581565551982005e-08
2024-06-30,7.394104259858748e-14,0.9999838449695994,4.578834032999964e-07,3.7611627173804414e-07,1.1661605055326161e-15,2.724738664271326e-08
2024-07-31,3.1065917712201563e-15,0.999996274559512,2.3228765253436708e-08,2.1444131402494928e-07,7.659082797674022e-15,1.870267896795651e-09
2024-08-31,,,,,,
2024-09-30,3.6287171944720448e-12,0.9992910088988388,1.0268450814517184e-05,7.152766175915106e-07,3.4304502817284525e-06,2.9870929022829285e-06
2024-10-31,,,,,,
2024-11-30,2.8833594679926325e-10,0.9993938842196354,9.599077187525873e-05,0.00017195590258770594,2.210784899656789e-10,5.434904044874288e-07
2024-12-31,2.1876471158280785e-11,0.9969358622849979,1.0645447222771347e-05,1.0494496326397448e-05,3.3702403733975876e-10,7.314317815566686e-07
