title,year,n_chars,n_words,n_sentences,avg_word_length,avg_sentence_length_words,avg_sentence_length_chars,vocab_size,type_token_ratio,hapax_legomena,hapax_ratio
2010-04-28,2010,32574.0,5339.0,178.0,5.193481925454205,29.99438202247191,183.0,1261.0,0.23618655178872447,654.0,0.12249484922270087
2010-06-23,2010,36582.0,6074.0,208.0,5.119031939413896,29.201923076923077,175.875,1303.0,0.21452090879157062,652.0,0.10734277247283504
2010-08-10,2010,36915.0,6128.0,220.0,5.118309399477806,27.854545454545455,167.79545454545453,1295.0,0.21132506527415143,613.0,0.10003263707571801
2010-09-21,2010,32745.0,5362.0,190.0,5.195076464005968,28.221052631578946,172.3421052631579,1218.0,0.22715404699738903,620.0,0.11562849682954121
2010-11-03,2010,35361.0,5803.0,201.0,5.188350853007066,28.870646766169155,175.92537313432837,1240.0,0.21368257797690848,609.0,0.10494571773220748
2010-12-14,2010,37160.0,6189.0,213.0,5.104055582485054,29.056338028169016,174.4600938967136,1302.0,0.21037324285021813,630.0,0.10179350460494425
2011-01-26,2011,40923.0,6765.0,228.0,5.143976348854397,29.67105263157895,179.48684210526315,1333.0,0.19704360679970437,642.0,0.09490022172949002
2011-03-15,2011,37267.0,6168.0,209.0,5.137483787289235,29.51196172248804,178.311004784689,1261.0,0.20444228274967574,594.0,0.0963035019455253
2011-04-27,2011,35788.0,5871.0,198.0,5.189746210185659,29.651515151515152,180.74747474747474,1229.0,0.20933401464827117,598.0,0.10185658320558678
2011-06-22,2011,36589.0,6038.0,192.0,5.147068565750248,31.447916666666668,190.56770833333334,1244.0,0.2060284862537264,614.0,0.10168930109307718
2011-08-09,2011,35448.0,5840.0,200.0,5.1539383561643834,29.2,177.24,1268.0,0.21712328767123287,626.0,0.10719178082191781
2011-09-21,2011,40088.0,6553.0,216.0,5.202044864947353,30.337962962962962,185.59259259259258,1343.0,0.2049443003204639,641.0,0.0978177933770792
2011-11-02,2011,38334.0,6300.0,201.0,5.17031746031746,31.34328358208955,190.71641791044777,1284.0,0.2038095238095238,645.0,0.10238095238095238
2011-12-13,2011,34948.0,5664.0,190.0,5.2591807909604515,29.810526315789474,183.93684210526317,1245.0,0.2198093220338983,617.0,0.10893361581920905
2012-01-25,2012,37886.0,6094.0,202.0,5.307843780767969,30.168316831683168,187.55445544554456,1299.0,0.2131604857236626,626.0,0.10272399081063341
2012-03-13,2012,35108.0,5797.0,186.0,5.14576505088839,31.166666666666668,188.752688172043,1185.0,0.20441607728135242,556.0,0.09591167845437296
2012-04-25,2012,39162.0,6454.0,204.0,5.154322900526805,31.637254901960784,191.97058823529412,1316.0,0.2039045553145336,633.0,0.09807871087697552
2012-06-20,2012,43077.0,7104.0,226.0,5.146396396396397,31.43362831858407,190.60619469026548,1343.0,0.18904842342342343,625.0,0.0879786036036036
2012-08-01,2012,38307.0,6261.0,202.0,5.197412553905127,30.995049504950494,189.63861386138615,1256.0,0.20060693180003195,586.0,0.09359527232071554
2012-09-13,2012,42099.0,6844.0,228.0,5.238895382817066,30.017543859649123,184.64473684210526,1354.0,0.1978375219170076,633.0,0.09248977206312098
2012-10-24,2012,33663.0,5454.0,201.0,5.263659699303264,27.134328358208954,167.47761194029852,1170.0,0.2145214521452145,581.0,0.10652731939860653
2012-12-12,2012,42949.0,6971.0,230.0,5.247597188351743,30.308695652173913,186.73478260869564,1373.0,0.19695882943623583,668.0,0.09582556304690862
2013-01-30,2013,37708.0,6126.0,200.0,5.241429970617042,30.63,188.54,1283.0,0.20943519425399934,639.0,0.10430950048971596
2013-03-20,2013,42625.0,6989.0,228.0,5.188725139504936,30.653508771929825,186.9517543859649,1370.0,0.19602232078981258,687.0,0.09829732436686221
2013-05-01,2013,35638.0,5891.0,185.0,5.137497878119165,31.843243243243244,192.63783783783785,1227.0,0.20828382278051263,590.0,0.1001527754201324
2013-06-19,2013,45550.0,7491.0,233.0,5.167801361633961,32.15021459227468,195.49356223175965,1319.0,0.17607796021892938,583.0,0.07782672540381791
2013-07-31,2013,40476.0,6653.0,201.0,5.171351270103712,33.09950248756219,201.37313432835822,1300.0,0.19540057117090034,626.0,0.09409289042537201
2013-09-18,2013,46107.0,7604.0,208.0,5.151236191478169,36.55769230769231,221.66826923076923,1394.0,0.18332456601788533,639.0,0.08403471856917412
2013-10-30,2013,40874.0,6709.0,200.0,5.181249068415561,33.545,204.37,1329.0,0.19809211506930988,633.0,0.09435087196303472
2013-12-18,2013,47736.0,7802.0,229.0,5.202896693155601,34.069868995633186,208.45414847161572,1430.0,0.18328633683670853,684.0,0.08766982824916689
2014-01-29,2014,40352.0,6624.0,195.0,5.18100845410628,33.96923076923077,206.93333333333334,1264.0,0.19082125603864733,575.0,0.08680555555555555
2014-03-19,2014,44193.0,7267.0,225.0,5.172010458235861,32.297777777777775,196.41333333333333,1320.0,0.18164304389706895,632.0,0.08696848768405119
2014-04-30,2014,35219.0,5831.0,187.0,5.133939290001715,31.181818181818183,188.33689839572193,1231.0,0.21111301663522553,596.0,0.1022123134968273
2014-06-18,2014,42230.0,6988.0,215.0,5.134087006296508,32.50232558139535,196.41860465116278,1291.0,0.18474527761877504,594.0,0.08500286204922725
2014-07-30,2014,39261.0,6453.0,203.0,5.172477917247792,31.788177339901477,193.4039408866995,1247.0,0.1932434526576786,605.0,0.0937548427088176
2014-09-17,2014,43855.0,7209.0,215.0,5.1729782216673605,33.53023255813954,203.97674418604652,1322.0,0.1833818837564156,620.0,0.08600360660285754
